_id,name,address.street,address.suburb,address.government_area,address.market,address.country,address.country_code,address.location.type,address.location.coordinates,address.location.is_location_exact,Latitude,Longitude
10115921,GOLF ROYAL RESİDENCE TAXİM(1+1):3,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,"[28.98713, 41.04841]",False,41.04841,28.98713
10108388,Sydney Hyde Park City Apartment (checkin from 6am),"Darlinghurst, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,"[151.21346, -33.87603]",False,-33.87603,151.21346
10109896,THE Place to See Sydney's FIREWORKS,"Rozelle, NSW, Australia",Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,"[151.17956, -33.86296]",True,-33.86296,151.17956
10116578,Apartamento zona sul do RJ,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,"[-43.1825954762751, -22.930541460367934]",False,-22.930541460367934,-43.1825954762751
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,"[28.98818, 41.04772]",False,41.04772,28.98818
10140368,A bedroom far away from home,"Queens, NY, United States",Queens,Briarwood,New York,United States,US,Point,"[-73.82257, 40.71485]",True,40.71485,-73.82257
10112159,Downtown Oporto Inn (room cleaning),"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,"[-8.60867, 41.1543]",False,41.1543,-8.60867
10133554,Double and triple rooms Blue mosque,"Fatih , İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,"[28.98009, 41.0062]",False,41.0062,28.98009
10091713,Surry Hills Studio - Your Perfect Base in Sydney,"Surry Hills, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,"[151.21554, -33.88029]",True,-33.88029,151.21554
10092679,Cozy house at Beyoğlu,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,"[28.95825, 41.03777]",False,41.03777,28.95825
1019168,"Cozy Nest, heart of the Plateau","Montreal, QC, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,"[-73.58774, 45.52028]",True,45.52028,-73.58774
1016739,Private Room (2)  in Guest House at Coogee Beach,"Coogee, NSW, Australia",Coogee,Randwick,Sydney,Australia,AU,Point,"[151.25541, -33.92398]",True,-33.92398,151.25541
10220130,Cozy aptartment in Recreio (near Olympic Venues),"Rio de Janeiro, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,"[-43.45296045334386, -23.008710784460312]",True,-23.008710784460312,-43.45296045334386
10228731,Quarto inteiro na Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.247421907135774, -22.936203246553816]",False,-22.936203246553816,-43.247421907135774
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!","Lahaina, HI, United States",Maui,Lahaina,Maui,United States,US,Point,"[-156.68012, 20.96996]",True,20.96996,-156.68012
10166883,Large railroad style 3 bedroom apt in Manhattan!,"New York, NY, United States",Manhattan,East Harlem,New York,United States,US,Point,"[-73.93943, 40.79805]",True,40.79805,-73.93943
10213499,Great studio opp. Narrabeen Lake,"Narrabeen, NSW, Australia",,Warringah,Sydney,Australia,AU,Point,"[151.29792, -33.71472]",True,-33.71472,151.29792
10264100,Your spot in Copacabana,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,"[-43.17714541632985, -22.96270793328072]",False,-22.96270793328072,-43.17714541632985
10141950,"Big, Bright & Convenient Sheung Wan","Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,"[114.15007, 22.28422]",True,22.28422,114.15007
10201975,Ipanema: moderno apê 2BR + garagem,"Rio de Janeiro, Rio de Janeiro, Brazil",,Ipanema,Rio De Janeiro,Brazil,BR,Point,"[-43.1998455458952, -22.980051683700506]",False,-22.980051683700506,-43.1998455458952
10199760,Uygun nezih daire,"Zeytinburnu, İstanbul, Turkey",,Zeytinburnu,Istanbul,Turkey,TR,Point,"[28.89964, 40.99667]",False,40.99667,28.89964
10166986,Resort-like living in Williamsburg,"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,"[-73.93869, 40.71552]",True,40.71552,-73.93869
10186755,Roof double bed private room,"Istanbul, İstanbul, Turkey",,Sariyer,Istanbul,Turkey,TR,Point,"[29.03693, 41.12452]",False,41.12452,29.03693
10233856,Twin Bed room+MTR Mongkok shopping&My,"Hong Kong, Kowloon, Hong Kong",Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,"[114.17073, 22.31723]",True,22.31723,114.17073
10215858,Cozy Queen Guest Room&My,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,"[114.17034, 22.31655]",True,22.31655,114.17034
1022200,"Kailua-Kona, Kona Coast II 2b condo","Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,"[-155.96445, 19.5702]",True,19.5702,-155.96445
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,"Hong Kong, New Territories, Hong Kong",,Islands,Hong Kong,Hong Kong,HK,Point,"[113.92823, 22.27671]",False,22.27671,113.92823
10184012,Apto semi mobiliado,"Rio de Janeiro, Rio de Janeiro, Brazil",Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,Point,"[-43.24277868091869, -22.915009354482486]",False,-22.915009354482486,-43.24277868091869
10209136,"Friendly Apartment, 10m from Manly","Fairlight, NSW, Australia",Fairlight,Manly,Sydney,Australia,AU,Point,"[151.26969, -33.79629]",False,-33.79629,151.26969
10280433,~Ao Lele~ Flying Cloud,"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,"[-155.21763, 19.42151]",False,19.42151,-155.21763
10269320,FloresRooms 3T,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,"[-8.61205, 41.14404]",False,41.14404,-8.61205
103161,Cozy Art Top Floor Apt in PRIME Williamsburg!,"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,"[-73.96053, 40.71577]",True,40.71577,-73.96053
102995,UWS Brownstone Near Central Park,"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,"[-73.9696, 40.78558]",True,40.78558,-73.9696
10299095,Small Room w Bathroom Flamengo Rio de Janeiro,"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,"[-43.17645081249057, -22.93848268819496]",False,-22.93848268819496,-43.17645081249057
10267144,IPANEMA LUXURY PENTHOUSE with MAID,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,"[-43.20056249420509, -22.98034625363379]",True,-22.98034625363379,-43.20056249420509
10266175,Makaha Valley Paradise with OceanView,"Waianae, HI, United States",Leeward Side,Waianae,Oahu,United States,US,Point,"[-158.20291, 21.4818]",True,21.4818,-158.20291
10306879,Alugo Apart frente mar Barra Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.36831676949888, -23.011117008024065]",True,-23.011117008024065,-43.36831676949888
10295352,"Amazing and Big Apt, Ipanema Beach.","Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,"[-43.20465630892734, -22.983108745795256]",False,-22.983108745795256,-43.20465630892734
1036027,BBC OPORTO 4X2,"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,Point,"[-8.60069, 41.16246]",True,41.16246,-8.60069
1038163,luxury apartment in istanbul taxsim,"Istanbul, Istanbul Province, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,"[28.98538, 41.03326]",True,41.03326,28.98538
10381879,Pousada das Colonias,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.3089745798612, -23.004633399469007]",False,-23.004633399469007,-43.3089745798612
10332161,A large sunny bedroom,"Bronx, NY, United States",Tremont,Fordham,New York,United States,US,Point,"[-73.90052, 40.85598]",True,40.85598,-73.90052
10343118,Best location 1BR Apt in HK - Shops & Sights,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,"[114.17088, 22.29663]",True,22.29663,114.17088
10373872,Apartamento Mobiliado - Lgo do Machado,"Rio de Janeiro, Rio de Janeiro, Brazil",Catete,Catete,Rio De Janeiro,Brazil,BR,Point,"[-43.178886292069244, -22.931715899178695]",False,-22.931715899178695,-43.178886292069244
10317142,Private OceanFront - Bathtub Beach. Spacious House,"Laie, HI, United States",Ko'olauloa,Koolauloa,Oahu,United States,US,Point,"[-157.91952, 21.63549]",True,21.63549,-157.91952
10359729,,"Istanbul, İstanbul, Turkey",Beşiktaş,Sariyer,Istanbul,Turkey,TR,Point,"[29.05108, 41.08835]",False,41.08835,29.05108
10354347,Room For Erasmus,"Şişli, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,"[29.06064, 40.98837]",False,40.98837,29.06064
10383490,Quarto Taquara - Jacarepaguá,"Rio de Janeiro, Rio de Janeiro, Brazil",,Tanque,Rio De Janeiro,Brazil,BR,Point,"[-43.37035220190699, -22.91636184358952]",True,-22.91636184358952,-43.37035220190699
10392282,Banyan Bungalow,"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,Point,"[-158.1602, 21.57561]",False,21.57561,-158.1602
10324377,Suíte em local tranquilo e seguro,"Rio de Janeiro, Rio de Janeiro, Brazil",,Anil,Rio De Janeiro,Brazil,BR,Point,"[-43.33496705036137, -22.948365490450556]",True,-22.948365490450556,-43.33496705036137
10416859,"Studio convenient to CBD, beaches, street parking.","Balgowlah, NSW, Australia",Balgowlah,Manly,Sydney,Australia,AU,Point,"[151.26108, -33.7975]",True,-33.7975,151.26108
10411341,Beautiful flat with services,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,"[-43.20577175003696, -22.982557305257775]",False,-22.982557305257775,-43.20577175003696
10459480,Greenwich Fun and Luxury,"Greenwich, NSW, Australia",Greenwich,Lane Cove,Sydney,Australia,AU,Point,"[151.18563, -33.8289]",True,-33.8289,151.18563
10448594,Where Castles and Art meet the Sea,"Matosinhos, Porto, Portugal",,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,"[-8.68887, 41.17544]",False,41.17544,-8.68887
10431455,Sala e quarto em copacabana com cozinha americana,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,"[-43.177948896979196, -22.963149303022142]",True,-22.963149303022142,-43.177948896979196
1042446,March 2019 availability! Oceanview on Sugar Beach!,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,"[-156.46881, 20.78621]",True,20.78621,-156.46881
10415637,(1) Beach Guest House - Go Make A Trip,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.353970672578306, -23.008991691724663]",False,-23.008991691724663,-43.353970672578306
1047087,The Garden Studio,"Marrickville, NSW, Australia",Marrickville,Marrickville,Sydney,Australia,AU,Point,"[151.15036, -33.90318]",False,-33.90318,151.15036
10423504,Bondi Beach Dreaming 3-Bed House,"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,"[151.27448, -33.8872]",False,-33.8872,151.27448
10458796,Homely Room in 5-Star New Condo@MTR,"Mongkok, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,"[114.17094, 22.32074]",False,22.32074,114.17094
10449328,Aluguel Temporada Casa São Conrado,"Rio de Janeiro, State of Rio de Janeiro, Brazil",São Conrado,São Conrado,Rio De Janeiro,Brazil,BR,Point,"[-43.27502007153333, -22.99391888061395]",False,-22.99391888061395,-43.27502007153333
10570041,Jardim Botânico Gourmet 2 bdroom,"Rio de Janeiro, RJ, Brazil",Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,"[-43.22076222600562, -22.96448811710617]",False,-22.96448811710617,-43.22076222600562
1073607,Bright Inner West Terrace Value+,"Petersham, NSW, Australia",Petersham,Marrickville,Sydney,Australia,AU,Point,"[151.15851, -33.89931]",True,-33.89931,151.15851
10578580,Panoramic Ocean View Studio in  Quiet Setting,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,"[-157.78578, 21.29561]",True,21.29561,-157.78578
10552362,Sun filled comfortable apartment,"Rushcutters Bay, NSW, Australia",Elizabeth Bay/Rushcutters Bay,Sydney,Sydney,Australia,AU,Point,"[151.22559, -33.87604]",True,-33.87604,151.22559
10545815,Whole Apt. in East Williamsburg,"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,"[-73.93981, 40.70687]",True,40.70687,-73.93981
1069531,"Asia House, Garden Room, Princevile","Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,"[-159.48653, 22.22739]",True,22.22739,-159.48653
10560325,Spacious and well located apartment,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,"[-8.6114, 41.16093]",True,41.16093,-8.6114
1063491,"Charming Apartment,perfect Location","Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,"[-43.175966118975914, -22.964922391816017]",True,-22.964922391816017,-43.175966118975914
10664888,PORTO DOWNTOWN FLATS-RIBEIRA STUDIO,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,"[-8.61279, 41.14106]",False,41.14106,-8.61279
10782351,City View Apartment,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,Point,"[28.98789, 41.03445]",True,41.03445,28.98789
10671783,CASA PARA AS OLIMPIADAS 2016,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.43656065280531, -23.01216083013239]",False,-23.01216083013239,-43.43656065280531
10675315,"Cozy, dreamy Mile End apartment","Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,"[-73.60137, 45.52517]",True,45.52517,-73.60137
10802909,Room in the very ♥ of BCN - Unbeatable location,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,"[2.17778, 41.38049]",True,41.38049,2.17778
10624493,Cozy apartment 3 mins TAIWAI Subway,"Shatin , Hong Kong, Hong Kong",,Tsuen Wan,Hong Kong,Hong Kong,HK,Point,"[114.12074, 22.40547]",False,22.40547,114.12074
1067052,Nani La 'Ao (A Beautiful Day) Upstairs Suite,"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,"[-155.02503, 19.56081]",True,19.56081,-155.02503
10716793,DOUBLE ROOM for 1 or 2 ppl,"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,"[2.17519, 41.41035]",True,41.41035,2.17519
1074008,Designer's Historical Apartment,"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,"[28.97994, 41.03406]",False,41.03406,28.97994
1077686,BALAT,"Istanbul, Istanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,"[28.94457, 41.03301]",True,41.03301,28.94457
1079887,Trendy apartment in BCN centre,"Barcelona, Catalonia, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,"[2.14596, 41.38475]",True,41.38475,2.14596
10545725,Cozy bedroom Sagrada Familia,"Barcelona, Catalunya, Spain",Eixample,el Fort Pienc,Barcelona,Spain,ES,Point,"[2.17963, 41.40087]",True,41.40087,2.17963
10486984,Cheerful new renovated central apt,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,"[28.97477, 41.03735]",False,41.03735,28.97477
1058555,Nice Cosy Room In Taksim,"Taksim, Cihangir, Istanbul , Beyoğlu, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,"[28.98648, 41.03376]",True,41.03376,28.98648
10527212,位於深水埗地鐵站的溫馨公寓,"Sham Shui Po, Kowloon, Hong Kong",Sham Shui Po,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,"[114.16262, 22.32733]",False,22.32733,114.16262
10487917,Heroísmo IV,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,"[-8.59275, 41.1462]",True,41.1462,-8.59275
10548991,Jubilee By The Sea (Ocean Views),"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,"[-155.97349, 19.61318]",False,19.61318,-155.97349
10488837,Cozy House in Ortaköy,"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,"[29.02519, 41.05197]",True,41.05197,29.02519
10558807,Park Guell apartment with terrace,"Barcelona, Catalunya, Spain",Can Baro,Can Baró,Barcelona,Spain,ES,Point,"[2.15836, 41.41582]",True,41.41582,2.15836
10527243,Tropical Jungle Oasis,"Hilo, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,Point,"[-155.09259, 19.73108]",True,19.73108,-155.09259
10573225,Charming Spacious Park Slope Studio,"Brooklyn, NY, United States",Brooklyn,South Slope,New York,United States,US,Point,"[-73.98307, 40.6651]",True,40.6651,-73.98307
10659534,Beautiful 1 Bedroom Apartment,"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,"[114.15241, 22.28351]",True,22.28351,114.15241
1066648,Colonial Mansion in Santa Teresa,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,"[-43.178234025801544, -22.917475613135107]",True,-22.917475613135107,-43.178234025801544
1070322,Triple room Barcelona Guell park,"Barcelona, Catalonia, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,"[2.15533, 41.40686]",True,41.40686,2.15533
10751153,Renovated Classic Design Studio with Sun Room,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,Point,"[-8.60106, 41.14684]",True,41.14684,-8.60106
10612199,Serene luxury in Harlem,"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,"[-73.95211, 40.80708]",True,40.80708,-73.95211
10639317,"Kadiköy, Moda, close to transports","Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,"[29.02588, 40.98825]",True,40.98825,29.02588
10706900,Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.343027190397, -23.00878356989572]",True,-23.00878356989572,-43.343027190397
10752737,HUGE Bedroom in Lower East Side,"New York, NY, United States",Lower East Side,Lower East Side,New York,United States,US,Point,"[-73.98319, 40.71823]",True,40.71823,-73.98319
10471178,Rented Room,"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,"[-43.17933175178738, -22.941321220162784]",False,-22.941321220162784,-43.17933175178738
10635276,GREAT Apartment at Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.32984175609327, -23.011124595436097]",True,-23.011124595436097,-43.32984175609327
10648267,Lovely ap at Leblon beach,"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,"[-43.22120070184858, -22.984162872106157]",False,-22.984162872106157,-43.22120070184858
1068505,Relaxing and Roomy in Crown Heights,"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,"[-73.95667, 40.67414]",True,40.67414,-73.95667
10581101,Grand apartment Sagrada Familia,"Barcelona, Catalunya, Spain",el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,Point,"[2.18146, 41.39716]",True,41.39716,2.18146
10519173,Condomínio Praia Barra da Tijuca,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,"[-43.32231287289854, -23.009702689174244]",True,-23.009702689174244,-43.32231287289854
10596036,Apt Quarto e Sala amplo Laranjeiras,"Rio de Janeiro, Rio de Janeiro, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,"[-43.17974071338275, -22.9313871086666]",False,-22.9313871086666,-43.17974071338275
10628126,Ribeira Smart Flat,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,"[-8.61602, 41.14295]",False,41.14295,-8.61602
10677883,Great location in Barcelona,"Barcelona, Catalunya, Spain",Sant Martí,el Clot,Barcelona,Spain,ES,Point,"[2.19057, 41.41254]",True,41.41254,2.19057
10742116,"Nişantaşı, safe, quality area.Very close to metro.","Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,Point,"[28.99363, 41.05261]",False,41.05261,28.99363
10542174,Luxury 1-Bdrm in Downtown Brooklyn,"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,Point,"[-73.98102, 40.69406]",True,40.69406,-73.98102
1092760,Private Entrance - Backyard Summer Dining - Enjoy,"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,"[-73.95321, 40.69034]",True,40.69034,-73.95321
10857454,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,Point,"[-73.97527, 40.6884]",True,40.6884,-73.97527
10812136,well lit East Williamsburg apt.,"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,"[-73.94384, 40.70528]",True,40.70528,-73.94384
